tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_termPubMed	Category
39947	4329729	GO:0051501	IC	-	diterpene phytoalexin metabolic process	-	Process
39947	4329733	GO:0009536	RCA	-	plastid	-	Component
39947	4329739	GO:0016020	RCA	-	membrane	-	Component
39947	4329742	GO:0016020	RCA	-	membrane	-	Component
39947	4329743	GO:0016020	RCA	-	membrane	-	Component
39947	4329744	GO:0016020	RCA	-	membrane	-	Component
39947	4329751	GO:0009536	RCA	-	plastid	-	Component
39947	4329756	GO:0016020	RCA	-	membrane	-	Component
39947	4329761	GO:0009536	RCA	-	plastid	-	Component
39947	4329766	GO:0009536	RCA	-	plastid	-	Component
39947	4329768	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4329782	GO:0016020	RCA	-	membrane	-	Component
39947	4329785	GO:0016020	RCA	-	membrane	-	Component
39947	4329811	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4329812	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4329814	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4329834	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4329844	GO:0016020	RCA	-	membrane	-	Component
39947	4329847	GO:0009536	RCA	-	plastid	-	Component
39947	4329861	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4329888	GO:0009536	RCA	-	plastid	-	Component
39947	4329889	GO:0009536	RCA	-	plastid	-	Component
39947	4329902	GO:0009536	RCA	-	plastid	-	Component
39947	4329905	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4329923	GO:0003677	RCA	-	DNA binding	-	Function
39947	4329923	GO:0005622	RCA	-	intracellular anatomical structure	-	Component
39947	4329923	GO:0008270	RCA	-	zinc ion binding	-	Function
39947	4329923	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4329941	GO:0009536	RCA	-	plastid	-	Component
39947	4329947	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4329952	GO:0009536	RCA	-	plastid	-	Component
39947	4329953	GO:0009536	RCA	-	plastid	-	Component
39947	4329954	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4329955	GO:0004014	RCA	-	adenosylmethionine decarboxylase activity	-	Function
39947	4329955	GO:0006597	RCA	-	spermine biosynthetic process	-	Process
39947	4329955	GO:0008295	RCA	-	spermidine biosynthetic process	-	Process
39947	4329968	GO:0009536	RCA	-	plastid	-	Component
39947	4329975	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4329976	GO:0009536	RCA	-	plastid	-	Component
39947	4329982	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4329983	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330002	GO:0016020	RCA	-	membrane	-	Component
39947	4330002	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330016	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330017	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330018	GO:0005634	IDA	-	nucleus	14535884	Component
39947	4330018	GO:0009741	IC	-	response to brassinosteroid	-	Process
39947	4330018	GO:0009741	IMP	-	response to brassinosteroid	14535884	Process
39947	4330018	GO:0009826	IMP	-	unidimensional cell growth	14535884	Process
39947	4330018	GO:0009850	IMP	-	auxin metabolic process	14535884	Process
39947	4330018	GO:0048364	IMP	-	root development	14535884	Process
39947	4330028	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330040	GO:0005737	IC	-	cytoplasm	-	Component
39947	4330040	GO:0045548	IC	-	phenylalanine ammonia-lyase activity	-	Function
39947	4330051	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330063	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330066	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330071	GO:0009536	RCA	-	plastid	-	Component
39947	4330089	GO:0009536	RCA	-	plastid	-	Component
39947	4330107	GO:0009536	RCA	-	plastid	-	Component
39947	4330111	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330113	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330125	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330135	GO:0016020	RCA	-	membrane	-	Component
39947	4330140	GO:0016020	RCA	-	membrane	-	Component
39947	4330145	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330148	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330156	GO:0009536	RCA	-	plastid	-	Component
39947	4330168	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330178	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330181	GO:0003677	RCA	-	DNA binding	-	Function
39947	4330181	GO:0005525	RCA	-	GTP binding	-	Function
39947	4330181	GO:0006355	RCA	-	regulation of transcription, DNA-templated	-	Process
39947	4330181	GO:0007264	RCA	-	small GTPase mediated signal transduction	-	Process
39947	4330181	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330182	GO:0003824	RCA	-	catalytic activity	-	Function
39947	4330182	GO:0004806	RCA	-	triglyceride lipase activity	-	Function
39947	4330182	GO:0006629	RCA	-	lipid metabolic process	-	Process
39947	4330182	GO:0009536	RCA	-	plastid	-	Component
39947	4330189	GO:0003700	RCA	-	DNA-binding transcription factor activity	-	Function
39947	4330189	GO:0005634	RCA	-	nucleus	-	Component
39947	4330189	GO:0006355	RCA	-	regulation of transcription, DNA-templated	-	Process
39947	4330191	GO:0003700	RCA	-	DNA-binding transcription factor activity	-	Function
39947	4330191	GO:0005634	RCA	-	nucleus	-	Component
39947	4330191	GO:0006355	RCA	-	regulation of transcription, DNA-templated	-	Process
39947	4330192	GO:0009536	RCA	-	plastid	-	Component
39947	4330201	GO:0051082	RCA	-	unfolded protein binding	-	Function
39947	4330202	GO:0003700	RCA	-	DNA-binding transcription factor activity	-	Function
39947	4330202	GO:0005634	RCA	-	nucleus	-	Component
39947	4330202	GO:0006355	RCA	-	regulation of transcription, DNA-templated	-	Process
39947	4330202	GO:0009536	RCA	-	plastid	-	Component
39947	4330207	GO:0005215	RCA	-	transporter activity	-	Function
39947	4330207	GO:0006810	RCA	-	transport	-	Process
39947	4330207	GO:0016020	RCA	-	membrane	-	Component
39947	4330207	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330209	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330209	GO:0009536	RCA	-	plastid	-	Component
39947	4330212	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330218	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330222	GO:0009536	RCA	-	plastid	-	Component
39947	4330226	GO:0006869	RCA	-	lipid transport	-	Process
39947	4330226	GO:0008289	RCA	-	lipid binding	-	Function
39947	4330226	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330254	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330260	GO:0004311	IC	-	farnesyltranstransferase activity	-	Function
39947	4330260	GO:0009536	RCA	-	plastid	-	Component
39947	4330260	GO:0051501	IC	-	diterpene phytoalexin metabolic process	-	Process
39947	4330265	GO:0006950	RCA	-	response to stress	-	Process
39947	4330265	GO:0009415	RCA	-	response to water	-	Process
39947	4330269	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330276	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330296	GO:0016020	RCA	-	membrane	-	Component
39947	4330307	GO:0009536	RCA	-	plastid	-	Component
39947	4330310	GO:0016020	RCA	-	membrane	-	Component
39947	4330311	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330318	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330320	GO:0009536	RCA	-	plastid	-	Component
39947	4330322	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330324	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330329	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330339	GO:0016020	RCA	-	membrane	-	Component
39947	4330350	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330351	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330362	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330363	GO:0016020	RCA	-	membrane	-	Component
39947	4330368	GO:0016020	RCA	-	membrane	-	Component
39947	4330390	GO:0016020	RCA	-	membrane	-	Component
39947	4330432	GO:0005739	IC	-	mitochondrion	12520024	Component
39947	4330432	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330435	GO:0009536	RCA	-	plastid	-	Component
39947	4330436	GO:0009536	RCA	-	plastid	-	Component
39947	4330438	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330440	GO:0009536	RCA	-	plastid	-	Component
39947	4330453	GO:0009536	RCA	-	plastid	-	Component
39947	4330453	GO:0016020	RCA	-	membrane	-	Component
39947	4330462	GO:0005634	IC	-	nucleus	16896230	Component
39947	4330462	GO:0006355	IC	-	regulation of transcription, DNA-templated	16896230	Process
39947	4330462	GO:0140110	IC	-	transcription regulator activity	16896230	Function
39947	4330465	GO:0000166	RCA	-	nucleotide binding	-	Function
39947	4330465	GO:0005524	RCA	-	ATP binding	-	Function
39947	4330465	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330468	GO:0015036	RCA	-	disulfide oxidoreductase activity	-	Function
39947	4330468	GO:0022900	RCA	-	electron transport chain	-	Process
39947	4330470	GO:0003677	RCA	-	DNA binding	-	Function
39947	4330481	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330485	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330491	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330492	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330495	GO:0009536	RCA	-	plastid	-	Component
39947	4330504	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330517	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330539	GO:0005215	RCA	-	transporter activity	-	Function
39947	4330539	GO:0005488	RCA	-	binding	-	Function
39947	4330539	GO:0005743	RCA	-	mitochondrial inner membrane	-	Component
39947	4330539	GO:0006810	RCA	-	transport	-	Process
39947	4330539	GO:0016020	RCA	-	membrane	-	Component
39947	4330547	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330560	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330563	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330564	GO:0016020	RCA	-	membrane	-	Component
39947	4330569	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330571	GO:0009536	RCA	-	plastid	-	Component
39947	4330574	GO:0003677	RCA	-	DNA binding	-	Function
39947	4330574	GO:0005622	RCA	-	intracellular anatomical structure	-	Component
39947	4330574	GO:0008270	RCA	-	zinc ion binding	-	Function
39947	4330578	GO:0016020	RCA	-	membrane	-	Component
39947	4330579	GO:0009536	RCA	-	plastid	-	Component
39947	4330583	GO:0016020	RCA	-	membrane	-	Component
39947	4330584	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330588	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330592	GO:0016020	RCA	-	membrane	-	Component
39947	4330594	GO:0016020	RCA	-	membrane	-	Component
39947	4330599	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330600	GO:0016020	RCA	-	membrane	-	Component
39947	4330602	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330616	GO:0009536	RCA	-	plastid	-	Component
39947	4330619	GO:0009536	RCA	-	plastid	-	Component
39947	4330625	GO:0009536	RCA	-	plastid	-	Component
39947	4330627	GO:0016020	RCA	-	membrane	-	Component
39947	4330634	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330635	GO:0009536	RCA	-	plastid	-	Component
39947	4330637	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330642	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330644	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330647	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330651	GO:0016020	RCA	-	membrane	-	Component
39947	4330651	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330652	GO:0009536	RCA	-	plastid	-	Component
39947	4330653	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330658	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330663	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330670	GO:0009536	RCA	-	plastid	-	Component
39947	4330673	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330676	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330677	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330678	GO:0009536	RCA	-	plastid	-	Component
39947	4330689	GO:0016020	RCA	-	membrane	-	Component
39947	4330700	GO:0016020	RCA	-	membrane	-	Component
39947	4330705	GO:0009536	RCA	-	plastid	-	Component
39947	4330709	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330712	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330713	GO:0016020	RCA	-	membrane	-	Component
39947	4330717	GO:0009536	RCA	-	plastid	-	Component
39947	4330727	GO:0009536	RCA	-	plastid	-	Component
39947	4330732	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330744	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330745	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330746	GO:0009536	RCA	-	plastid	-	Component
39947	4330747	GO:0009536	RCA	-	plastid	-	Component
39947	4330768	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330769	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330776	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330781	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330787	GO:0016020	RCA	-	membrane	-	Component
39947	4330790	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330795	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330810	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330832	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330835	GO:0009536	RCA	-	plastid	-	Component
39947	4330841	GO:0009536	RCA	-	plastid	-	Component
39947	4330845	GO:0005488	RCA	-	binding	-	Function
39947	4330845	GO:0005743	RCA	-	mitochondrial inner membrane	-	Component
39947	4330845	GO:0006810	RCA	-	transport	-	Process
39947	4330850	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330852	GO:0009536	RCA	-	plastid	-	Component
39947	4330853	GO:0009536	RCA	-	plastid	-	Component
39947	4330856	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330861	GO:0005839	RCA	-	proteasome core complex	-	Component
39947	4330861	GO:0006511	RCA	-	ubiquitin-dependent protein catabolic process	-	Process
39947	4330862	GO:0016020	RCA	-	membrane	-	Component
39947	4330865	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330883	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330884	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330888	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330890	GO:0009536	RCA	-	plastid	-	Component
39947	4330895	GO:0000166	RCA	-	nucleotide binding	-	Function
39947	4330895	GO:0003677	RCA	-	DNA binding	-	Function
39947	4330895	GO:0005524	RCA	-	ATP binding	-	Function
39947	4330895	GO:0005663	RCA	-	DNA replication factor C complex	-	Component
39947	4330895	GO:0006260	RCA	-	DNA replication	-	Process
39947	4330902	GO:0003676	RCA	-	nucleic acid binding	-	Function
39947	4330902	GO:0005634	RCA	-	nucleus	-	Component
39947	4330902	GO:0006260	RCA	-	DNA replication	-	Process
39947	4330912	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330914	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330928	GO:0009536	RCA	-	plastid	-	Component
39947	4330931	GO:0009536	RCA	-	plastid	-	Component
39947	4330938	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330945	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330946	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330953	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330958	GO:0016020	RCA	-	membrane	-	Component
39947	4330964	GO:0009536	RCA	-	plastid	-	Component
39947	4330967	GO:0016020	RCA	-	membrane	-	Component
39947	4330973	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330982	GO:0009536	RCA	-	plastid	-	Component
39947	4330986	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4330996	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4330999	GO:0009536	RCA	-	plastid	-	Component
39947	4331014	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331015	GO:0005524	RCA	-	ATP binding	-	Function
39947	4331015	GO:0006812	RCA	-	cation transport	-	Process
39947	4331015	GO:0008152	RCA	-	metabolic process	-	Process
39947	4331015	GO:0015662	RCA	-	P-type ion transporter activity	-	Function
39947	4331015	GO:0016020	RCA	-	membrane	-	Component
39947	4331015	GO:0016787	RCA	-	hydrolase activity	-	Function
39947	4331015	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331015	GO:1902600	RCA	-	proton transmembrane transport	-	Process
39947	4331017	GO:0009536	RCA	-	plastid	-	Component
39947	4331019	GO:0016020	RCA	-	membrane	-	Component
39947	4331019	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331034	GO:0009536	RCA	-	plastid	-	Component
39947	4331044	GO:0016020	RCA	-	membrane	-	Component
39947	4331044	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331045	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331058	GO:0009536	RCA	-	plastid	-	Component
39947	4331065	GO:0009536	RCA	-	plastid	-	Component
39947	4331068	GO:0004672	RCA	-	protein kinase activity	-	Function
39947	4331068	GO:0005524	RCA	-	ATP binding	-	Function
39947	4331068	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331068	GO:0006468	RCA	-	protein phosphorylation	-	Process
39947	4331078	GO:0005509	RCA	-	calcium ion binding	-	Function
39947	4331078	GO:0005524	RCA	-	ATP binding	-	Function
39947	4331078	GO:0006468	RCA	-	protein phosphorylation	-	Process
39947	4331078	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331086	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331094	GO:0009536	RCA	-	plastid	-	Component
39947	4331116	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331123	GO:0009536	RCA	-	plastid	-	Component
39947	4331124	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331136	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331148	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331152	GO:0009536	RCA	-	plastid	-	Component
39947	4331159	GO:0009536	RCA	-	plastid	-	Component
39947	4331170	GO:0009536	RCA	-	plastid	-	Component
39947	4331174	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331174	GO:0016020	RCA	-	membrane	-	Component
39947	4331178	GO:0016020	RCA	-	membrane	-	Component
39947	4331178	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331184	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331186	GO:0009536	RCA	-	plastid	-	Component
39947	4331189	GO:0009536	RCA	-	plastid	-	Component
39947	4331193	GO:0016020	RCA	-	membrane	-	Component
39947	4331193	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331199	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331220	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331221	GO:0016020	RCA	-	membrane	-	Component
39947	4331237	GO:0009536	RCA	-	plastid	-	Component
39947	4331259	GO:0016020	RCA	-	membrane	-	Component
39947	4331263	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331268	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331274	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331281	GO:0005524	RCA	-	ATP binding	-	Function
39947	4331281	GO:0006812	RCA	-	cation transport	-	Process
39947	4331281	GO:0016020	RCA	-	membrane	-	Component
39947	4331284	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331286	GO:0016020	RCA	-	membrane	-	Component
39947	4331294	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331296	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331298	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331301	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331302	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331303	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331320	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331323	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331325	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331326	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331328	GO:0016020	RCA	-	membrane	-	Component
39947	4331328	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331329	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331335	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331336	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331347	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331352	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331353	GO:0009536	RCA	-	plastid	-	Component
39947	4331360	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331362	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331373	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331373	GO:0016020	RCA	-	membrane	-	Component
39947	4331375	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331376	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331378	GO:0009536	RCA	-	plastid	-	Component
39947	4331379	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331383	GO:0009536	RCA	-	plastid	-	Component
39947	4331386	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331389	GO:0016020	RCA	-	membrane	-	Component
39947	4331391	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331399	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331399	GO:0016020	RCA	-	membrane	-	Component
39947	4331402	GO:0016020	RCA	-	membrane	-	Component
39947	4331411	GO:0009536	RCA	-	plastid	-	Component
39947	4331414	GO:0016020	RCA	-	membrane	-	Component
39947	4331421	GO:0003824	RCA	-	catalytic activity	-	Function
39947	4331421	GO:0008152	RCA	-	metabolic process	-	Process
39947	4331423	GO:0016020	RCA	-	membrane	-	Component
39947	4331437	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331438	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331442	GO:0009536	RCA	-	plastid	-	Component
39947	4331448	GO:0009536	RCA	-	plastid	-	Component
39947	4331451	GO:0016020	RCA	-	membrane	-	Component
39947	4331453	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331454	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331455	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331458	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331459	GO:0009536	RCA	-	plastid	-	Component
39947	4331460	GO:0016020	RCA	-	membrane	-	Component
39947	4331463	GO:0009536	RCA	-	plastid	-	Component
39947	4331466	GO:0016020	RCA	-	membrane	-	Component
39947	4331466	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331468	GO:0009536	RCA	-	plastid	-	Component
39947	4331470	GO:0009536	RCA	-	plastid	-	Component
39947	4331479	GO:0003677	RCA	-	DNA binding	-	Function
39947	4331479	GO:0005634	RCA	-	nucleus	-	Component
39947	4331479	GO:0006355	RCA	-	regulation of transcription, DNA-templated	-	Process
39947	4331483	GO:0016020	RCA	-	membrane	-	Component
39947	4331483	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331485	GO:0016020	RCA	-	membrane	-	Component
39947	4331487	GO:0009536	RCA	-	plastid	-	Component
39947	4331488	GO:0009536	RCA	-	plastid	-	Component
39947	4331490	GO:0004674	RCA	-	protein serine/threonine kinase activity	-	Function
39947	4331490	GO:0005509	RCA	-	calcium ion binding	-	Function
39947	4331490	GO:0005524	RCA	-	ATP binding	-	Function
39947	4331490	GO:0006468	RCA	-	protein phosphorylation	-	Process
39947	4331492	GO:0016020	RCA	-	membrane	-	Component
39947	4331493	GO:0008219	RCA	-	cell death	-	Process
39947	4331493	GO:0016020	RCA	-	membrane	-	Component
39947	4331493	GO:0016021	RCA	-	integral component of membrane	-	Component
39947	4331495	GO:0004365	RCA	-	glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity	-	Function
39947	4331495	GO:0006096	RCA	-	glycolytic process	-	Process
39947	4331495	GO:0009536	RCA	-	plastid	-	Component
39947	4331499	GO:0009536	RCA	-	plastid	-	Component
39947	4331500	GO:0003824	RCA	-	catalytic activity	-	Function
39947	4331500	GO:0008152	RCA	-	metabolic process	-	Process
39947	4331501	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331502	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331512	GO:0009536	RCA	-	plastid	-	Component
39947	4331512	GO:0016020	RCA	-	membrane	-	Component
39947	4331514	GO:0009536	RCA	-	plastid	-	Component
39947	4331530	GO:0009536	RCA	-	plastid	-	Component
39947	4331536	GO:0009536	RCA	-	plastid	-	Component
39947	4331539	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331542	GO:0016020	RCA	-	membrane	-	Component
39947	4331544	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331547	GO:0009536	RCA	-	plastid	-	Component
39947	4331549	GO:0016020	RCA	-	membrane	-	Component
39947	4331550	GO:0016020	RCA	-	membrane	-	Component
39947	4331552	GO:0009536	RCA	-	plastid	-	Component
39947	4331552	GO:0016020	RCA	-	membrane	-	Component
39947	4331553	GO:0009536	RCA	-	plastid	-	Component
39947	4331557	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331559	GO:0016020	RCA	-	membrane	-	Component
39947	4331568	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331569	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331579	GO:0009536	RCA	-	plastid	-	Component
39947	4331579	GO:0016020	RCA	-	membrane	-	Component
39947	4331583	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331585	GO:0016020	RCA	-	membrane	-	Component
39947	4331587	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331590	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4331598	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331603	GO:0009536	RCA	-	plastid	-	Component
39947	4331604	GO:0009536	RCA	-	plastid	-	Component
39947	4331607	GO:0005525	RCA	-	GTP binding	-	Function
39947	4331607	GO:0006886	RCA	-	intracellular protein transport	-	Process
39947	4331607	GO:0007264	RCA	-	small GTPase mediated signal transduction	-	Process
39947	4331607	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4331611	GO:0009536	IC	-	plastid	-	Component
39947	4331611	GO:0009536	RCA	-	plastid	-	Component
39947	4331611	GO:0015996	IC	-	chlorophyll catabolic process	-	Process
