tax_id	GeneID	GO_ID	Evidence	Qualifier	GO_termPubMed	Category
39947	4338585	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338595	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338597	GO:0009536	RCA	-	plastid	-	Component
39947	4338612	GO:0009536	RCA	-	plastid	-	Component
39947	4338621	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338638	GO:0009536	RCA	-	plastid	-	Component
39947	4338641	GO:0016020	RCA	-	membrane	-	Component
39947	4338652	GO:0016020	RCA	-	membrane	-	Component
39947	4338656	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338660	GO:0009536	RCA	-	plastid	-	Component
39947	4338672	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338673	GO:0009536	RCA	-	plastid	-	Component
39947	4338689	GO:0004674	RCA	-	protein serine/threonine kinase activity	-	Function
39947	4338689	GO:0005524	RCA	-	ATP binding	-	Function
39947	4338689	GO:0006468	RCA	-	protein phosphorylation	-	Process
39947	4338692	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338696	GO:0016020	RCA	-	membrane	-	Component
39947	4338696	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338701	GO:0016020	RCA	-	membrane	-	Component
39947	4338708	GO:0009536	RCA	-	plastid	-	Component
39947	4338708	GO:0016020	RCA	-	membrane	-	Component
39947	4338710	GO:0009536	RCA	-	plastid	-	Component
39947	4338718	GO:0005975	RCA	-	carbohydrate metabolic process	-	Process
39947	4338718	GO:0006032	RCA	-	chitin catabolic process	-	Process
39947	4338718	GO:0008061	RCA	-	chitin binding	-	Function
39947	4338718	GO:0008843	RCA	-	endochitinase activity	-	Function
39947	4338718	GO:0016998	RCA	-	cell wall macromolecule catabolic process	-	Process
39947	4338718	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338718	GO:0051707	RCA	-	response to other organism	-	Process
39947	4338720	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338723	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338725	GO:0016020	RCA	-	membrane	-	Component
39947	4338728	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338730	GO:0009536	RCA	-	plastid	-	Component
39947	4338739	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338742	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338743	GO:0009536	RCA	-	plastid	-	Component
39947	4338746	GO:0009536	RCA	-	plastid	-	Component
39947	4338746	GO:0016020	RCA	-	membrane	-	Component
39947	4338750	GO:0005524	IC	-	ATP binding	-	Function
39947	4338750	GO:0005829	IC	-	cytosol	-	Component
39947	4338750	GO:0008610	IC	-	lipid biosynthetic process	-	Process
39947	4338750	GO:0009416	IC	-	response to light stimulus	-	Process
39947	4338750	GO:0009536	IC	-	plastid	-	Component
39947	4338750	GO:0009536	RCA	-	plastid	-	Component
39947	4338750	GO:0016301	IC	-	kinase activity	-	Function
39947	4338750	GO:0016310	IC	-	phosphorylation	-	Process
39947	4338750	GO:0016772	IC	-	transferase activity, transferring phosphorus-containing groups	-	Function
39947	4338750	GO:0019252	IC	-	starch biosynthetic process	-	Process
39947	4338750	GO:0050242	IC	-	pyruvate, phosphate dikinase activity	-	Function
39947	4338754	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338755	GO:0009536	RCA	-	plastid	-	Component
39947	4338768	GO:0008661	IC	-	1-deoxy-D-xylulose-5-phosphate synthase activity	-	Function
39947	4338768	GO:0009536	IC	-	plastid	-	Component
39947	4338768	GO:0009536	RCA	-	plastid	-	Component
39947	4338768	GO:0016114	IC	-	terpenoid biosynthetic process	-	Process
39947	4338770	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338773	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338773	GO:0016020	RCA	-	membrane	-	Component
39947	4338774	GO:0009536	RCA	-	plastid	-	Component
39947	4338779	GO:0016020	RCA	-	membrane	-	Component
39947	4338782	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338802	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338803	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338805	GO:0009536	RCA	-	plastid	-	Component
39947	4338806	GO:0009536	RCA	-	plastid	-	Component
39947	4338807	GO:0009536	RCA	-	plastid	-	Component
39947	4338815	GO:0009536	RCA	-	plastid	-	Component
39947	4338817	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338820	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338823	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338830	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338843	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338844	GO:0016020	RCA	-	membrane	-	Component
39947	4338857	GO:0009536	RCA	-	plastid	-	Component
39947	4338859	GO:0009536	RCA	-	plastid	-	Component
39947	4338867	GO:0009536	RCA	-	plastid	-	Component
39947	4338873	GO:0016020	RCA	-	membrane	-	Component
39947	4338878	GO:0016020	RCA	-	membrane	-	Component
39947	4338883	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338884	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338885	GO:0016020	RCA	-	membrane	-	Component
39947	4338895	GO:0016020	RCA	-	membrane	-	Component
39947	4338895	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338898	GO:0009536	RCA	-	plastid	-	Component
39947	4338899	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338902	GO:0016020	RCA	-	membrane	-	Component
39947	4338930	GO:0022900	RCA	-	electron transport chain	-	Process
39947	4338932	GO:0009536	RCA	-	plastid	-	Component
39947	4338935	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338937	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4338939	GO:0009536	RCA	-	plastid	-	Component
39947	4338948	GO:0016020	RCA	-	membrane	-	Component
39947	4338958	GO:0009536	RCA	-	plastid	-	Component
39947	4338960	GO:0009536	RCA	-	plastid	-	Component
39947	4338960	GO:0016020	RCA	-	membrane	-	Component
39947	4338980	GO:0009536	RCA	-	plastid	-	Component
39947	4338980	GO:0016020	RCA	-	membrane	-	Component
39947	4338981	GO:0009536	RCA	-	plastid	-	Component
39947	4338984	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338988	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4338988	GO:0016020	RCA	-	membrane	-	Component
39947	4339002	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339004	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339018	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339024	GO:0016020	RCA	-	membrane	-	Component
39947	4339027	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339045	GO:0016020	RCA	-	membrane	-	Component
39947	4339048	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339057	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339060	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339062	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339063	GO:0009536	RCA	-	plastid	-	Component
39947	4339066	GO:0009536	RCA	-	plastid	-	Component
39947	4339080	GO:0016020	RCA	-	membrane	-	Component
39947	4339080	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339082	GO:0008270	IC	-	zinc ion binding	-	Function
39947	4339082	GO:0016020	RCA	-	membrane	-	Component
39947	4339082	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339086	GO:0009536	RCA	-	plastid	-	Component
39947	4339096	GO:0016020	RCA	-	membrane	-	Component
39947	4339100	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339110	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339111	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339123	GO:0009536	RCA	-	plastid	-	Component
39947	4339130	GO:0016020	RCA	-	membrane	-	Component
39947	4339131	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339132	GO:0009536	RCA	-	plastid	-	Component
39947	4339135	GO:0009536	RCA	-	plastid	-	Component
39947	4339139	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339142	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339142	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339143	GO:0016020	RCA	-	membrane	-	Component
39947	4339143	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339148	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339177	GO:0009536	RCA	-	plastid	-	Component
39947	4339179	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339181	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339185	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339190	GO:0004869	RCA	-	cysteine-type endopeptidase inhibitor activity	-	Function
39947	4339190	GO:0009536	RCA	-	plastid	-	Component
39947	4339199	GO:0016020	RCA	-	membrane	-	Component
39947	4339214	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339221	GO:0004867	IC	-	serine-type endopeptidase inhibitor activity	-	Function
39947	4339221	GO:0004867	RCA	-	serine-type endopeptidase inhibitor activity	-	Function
39947	4339221	GO:0031410	IC	-	cytoplasmic vesicle	-	Component
39947	4339221	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339221	GO:0045735	IC	-	nutrient reservoir activity	-	Function
39947	4339222	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339231	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339238	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339250	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339257	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339260	GO:0016020	RCA	-	membrane	-	Component
39947	4339260	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339271	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339299	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339301	GO:0016020	RCA	-	membrane	-	Component
39947	4339323	GO:0009536	RCA	-	plastid	-	Component
39947	4339329	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339334	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339337	GO:0009536	RCA	-	plastid	-	Component
39947	4339342	GO:0009536	RCA	-	plastid	-	Component
39947	4339344	GO:0009536	RCA	-	plastid	-	Component
39947	4339374	GO:0009536	RCA	-	plastid	-	Component
39947	4339387	GO:0009536	RCA	-	plastid	-	Component
39947	4339388	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339398	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339410	GO:0004674	RCA	-	protein serine/threonine kinase activity	-	Function
39947	4339410	GO:0004713	RCA	-	protein tyrosine kinase activity	-	Function
39947	4339410	GO:0005524	RCA	-	ATP binding	-	Function
39947	4339410	GO:0006468	RCA	-	protein phosphorylation	-	Process
39947	4339415	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339421	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339423	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339426	GO:0009536	RCA	-	plastid	-	Component
39947	4339431	GO:0009536	RCA	-	plastid	-	Component
39947	4339433	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339437	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339441	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339443	GO:0009536	RCA	-	plastid	-	Component
39947	4339457	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339462	GO:0009536	RCA	-	plastid	-	Component
39947	4339462	GO:0016020	RCA	-	membrane	-	Component
39947	4339463	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339463	GO:0016020	RCA	-	membrane	-	Component
39947	4339467	GO:0009536	RCA	-	plastid	-	Component
39947	4339471	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339485	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339501	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339511	GO:0016020	RCA	-	membrane	-	Component
39947	4339511	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339521	GO:0009536	RCA	-	plastid	-	Component
39947	4339528	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339529	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339534	GO:0009536	RCA	-	plastid	-	Component
39947	4339546	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339560	GO:0009536	RCA	-	plastid	-	Component
39947	4339562	GO:0009536	RCA	-	plastid	-	Component
39947	4339565	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339567	GO:0009536	RCA	-	plastid	-	Component
39947	4339580	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339586	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339593	GO:0009536	RCA	-	plastid	-	Component
39947	4339595	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339626	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339626	GO:0016020	RCA	-	membrane	-	Component
39947	4339631	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339637	GO:0009536	RCA	-	plastid	-	Component
39947	4339637	GO:0016020	RCA	-	membrane	-	Component
39947	4339639	GO:0004190	RCA	-	aspartic-type endopeptidase activity	-	Function
39947	4339639	GO:0006508	RCA	-	proteolysis	-	Process
39947	4339639	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339652	GO:0009536	RCA	-	plastid	-	Component
39947	4339662	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339667	GO:0016020	RCA	-	membrane	-	Component
39947	4339668	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339682	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339685	GO:0009536	RCA	-	plastid	-	Component
39947	4339697	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339699	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339700	GO:0009536	RCA	-	plastid	-	Component
39947	4339711	GO:0009536	RCA	-	plastid	-	Component
39947	4339715	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339717	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339718	GO:0005978	RCA	-	glycogen biosynthetic process	-	Process
39947	4339718	GO:0008878	RCA	-	glucose-1-phosphate adenylyltransferase activity	-	Function
39947	4339718	GO:0019252	IC	-	starch biosynthetic process	-	Process
39947	4339720	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339730	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339732	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339736	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339737	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339738	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339742	GO:0009536	RCA	-	plastid	-	Component
39947	4339747	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339753	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339760	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339760	GO:0016020	RCA	-	membrane	-	Component
39947	4339762	GO:0016020	RCA	-	membrane	-	Component
39947	4339762	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339778	GO:0009536	RCA	-	plastid	-	Component
39947	4339784	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339801	GO:0009536	RCA	-	plastid	-	Component
39947	4339806	GO:0016020	RCA	-	membrane	-	Component
39947	4339811	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339813	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339819	GO:0009536	RCA	-	plastid	-	Component
39947	4339826	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339828	GO:0009536	RCA	-	plastid	-	Component
39947	4339833	GO:0009536	RCA	-	plastid	-	Component
39947	4339845	GO:0009536	RCA	-	plastid	-	Component
39947	4339847	GO:0009536	RCA	-	plastid	-	Component
39947	4339849	GO:0016020	RCA	-	membrane	-	Component
39947	4339850	GO:0003674	RCA	-	molecular_function	-	Function
39947	4339851	GO:0009536	RCA	-	plastid	-	Component
39947	4339852	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339854	GO:0005507	RCA	-	copper ion binding	-	Function
39947	4339854	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339856	GO:0004459	RCA	-	L-lactate dehydrogenase activity	-	Function
39947	4339856	GO:0006096	RCA	-	glycolytic process	-	Process
39947	4339856	GO:0016491	RCA	-	oxidoreductase activity	-	Function
39947	4339859	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339862	GO:0016020	RCA	-	membrane	-	Component
39947	4339874	GO:0004324	RCA	-	ferredoxin-NADP+ reductase activity	-	Function
39947	4339874	GO:0009536	RCA	-	plastid	-	Component
39947	4339874	GO:0022900	RCA	-	electron transport chain	-	Process
39947	4339878	GO:0016020	RCA	-	membrane	-	Component
39947	4339878	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339890	GO:0009536	RCA	-	plastid	-	Component
39947	4339894	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339895	GO:0016020	RCA	-	membrane	-	Component
39947	4339897	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339903	GO:0016020	RCA	-	membrane	-	Component
39947	4339903	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339918	GO:0016020	RCA	-	membrane	-	Component
39947	4339918	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339920	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339922	GO:0009536	RCA	-	plastid	-	Component
39947	4339931	GO:0009536	RCA	-	plastid	-	Component
39947	4339932	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339933	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339940	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339944	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339946	GO:0009536	RCA	-	plastid	-	Component
39947	4339952	GO:0016020	RCA	-	membrane	-	Component
39947	4339963	GO:0016020	RCA	-	membrane	-	Component
39947	4339964	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339967	GO:0009536	RCA	-	plastid	-	Component
39947	4339971	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339976	GO:0009536	RCA	-	plastid	-	Component
39947	4339978	GO:0009536	RCA	-	plastid	-	Component
39947	4339984	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339984	GO:0016020	RCA	-	membrane	-	Component
39947	4339986	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339990	GO:0016020	RCA	-	membrane	-	Component
39947	4339990	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4339994	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4339994	GO:0016020	RCA	-	membrane	-	Component
39947	4340000	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340005	GO:0003677	RCA	-	DNA binding	-	Function
39947	4340005	GO:0006334	RCA	-	nucleosome assembly	-	Process
39947	4340010	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340012	GO:0016020	RCA	-	membrane	-	Component
39947	4340012	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340016	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340018	GO:0009536	RCA	-	plastid	-	Component
39947	4340024	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340026	GO:0003866	IC	-	3-phosphoshikimate 1-carboxyvinyltransferase activity	-	Function
39947	4340026	GO:0009073	IC	-	aromatic amino acid family biosynthetic process	-	Process
39947	4340026	GO:0009423	IC	-	chorismate biosynthetic process	-	Process
39947	4340026	GO:0009536	IC	-	plastid	-	Component
39947	4340026	GO:0009536	RCA	-	plastid	-	Component
39947	4340041	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340044	GO:0009536	RCA	-	plastid	-	Component
39947	4340057	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340068	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340077	GO:0016020	RCA	-	membrane	-	Component
39947	4340088	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340091	GO:0004784	RCA	-	superoxide dismutase activity	-	Function
39947	4340091	GO:0006801	RCA	-	superoxide metabolic process	-	Process
39947	4340091	GO:0009536	RCA	-	plastid	-	Component
39947	4340093	GO:0009536	RCA	-	plastid	-	Component
39947	4340103	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340109	GO:0009536	RCA	-	plastid	-	Component
39947	4340113	GO:0009536	RCA	-	plastid	-	Component
39947	4340123	GO:0016020	RCA	-	membrane	-	Component
39947	4340124	GO:0016020	RCA	-	membrane	-	Component
39947	4340124	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340128	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340135	GO:0009536	RCA	-	plastid	-	Component
39947	4340153	GO:0009536	RCA	-	plastid	-	Component
39947	4340156	GO:0003677	RCA	-	DNA binding	-	Function
39947	4340156	GO:0005622	RCA	-	intracellular anatomical structure	-	Component
39947	4340156	GO:0008270	RCA	-	zinc ion binding	-	Function
39947	4340156	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340157	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340158	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340163	GO:0016020	RCA	-	membrane	-	Component
39947	4340166	GO:0005839	RCA	-	proteasome core complex	-	Component
39947	4340166	GO:0006511	RCA	-	ubiquitin-dependent protein catabolic process	-	Process
39947	4340180	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340183	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340185	GO:0003700	IC	-	DNA-binding transcription factor activity	-	Function
39947	4340185	GO:0008150	IC	-	biological_process	-	Process
39947	4340185	GO:0008429	ISS	-	phosphatidylethanolamine binding	10583960|12407188	Function
39947	4340185	GO:0009648	IC	-	photoperiodism	-	Process
39947	4340185	GO:0010229	IMP	-	inflorescence development	12407188|12582636	Process
39947	4340185	GO:0048510	IMP	-	regulation of timing of transition from vegetative to reproductive phase	12407188|12582636	Process
39947	4340185	GO:0048572	IMP	-	short-day photoperiodism	12407188	Process
39947	4340194	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340203	GO:0009536	RCA	-	plastid	-	Component
39947	4340212	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340213	GO:0009536	RCA	-	plastid	-	Component
39947	4340221	GO:0009536	RCA	-	plastid	-	Component
39947	4340222	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340223	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340230	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340237	GO:0009536	RCA	-	plastid	-	Component
39947	4340243	GO:0009536	RCA	-	plastid	-	Component
39947	4340253	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340259	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340269	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340271	GO:0009536	RCA	-	plastid	-	Component
39947	4340273	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340283	GO:0006520	RCA	-	cellular amino acid metabolic process	-	Process
39947	4340283	GO:0009536	RCA	-	plastid	-	Component
39947	4340299	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340304	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340306	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340310	GO:0003677	IC	-	DNA binding	-	Function
39947	4340310	GO:0003700	IC	-	DNA-binding transcription factor activity	-	Function
39947	4340310	GO:0003700	ISS	-	DNA-binding transcription factor activity	15247409	Function
39947	4340310	GO:0006355	ISS	-	regulation of transcription, DNA-templated	15247409	Process
39947	4340310	GO:0009901	IMP	-	anther dehiscence	15247409	Process
39947	4340310	GO:0010152	IMP	-	pollen maturation	15247409	Process
39947	4340310	GO:0043067	IMP	-	regulation of programmed cell death	15247409	Process
39947	4340312	GO:0005524	RCA	-	ATP binding	-	Function
39947	4340312	GO:0006812	RCA	-	cation transport	-	Process
39947	4340312	GO:0016020	RCA	-	membrane	-	Component
39947	4340313	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340313	GO:0009536	RCA	-	plastid	-	Component
39947	4340315	GO:0016020	RCA	-	membrane	-	Component
39947	4340331	GO:0016020	RCA	-	membrane	-	Component
39947	4340339	GO:0009536	RCA	-	plastid	-	Component
39947	4340341	GO:0009536	RCA	-	plastid	-	Component
39947	4340343	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340347	GO:0016020	RCA	-	membrane	-	Component
39947	4340349	GO:0009536	RCA	-	plastid	-	Component
39947	4340354	GO:0016020	RCA	-	membrane	-	Component
39947	4340355	GO:0016020	RCA	-	membrane	-	Component
39947	4340363	GO:0016020	RCA	-	membrane	-	Component
39947	4340367	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340378	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340386	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340391	GO:0009536	RCA	-	plastid	-	Component
39947	4340392	GO:0009536	RCA	-	plastid	-	Component
39947	4340394	GO:0009536	RCA	-	plastid	-	Component
39947	4340402	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340415	GO:0016020	RCA	-	membrane	-	Component
39947	4340415	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340416	GO:0016020	RCA	-	membrane	-	Component
39947	4340428	GO:0016020	RCA	-	membrane	-	Component
39947	4340438	GO:0016020	RCA	-	membrane	-	Component
39947	4340448	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340456	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340457	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340458	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340470	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340474	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340485	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340492	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340498	GO:0009536	RCA	-	plastid	-	Component
39947	4340502	GO:0009536	RCA	-	plastid	-	Component
39947	4340504	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340507	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340513	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340517	GO:0009536	RCA	-	plastid	-	Component
39947	4340525	GO:0009536	RCA	-	plastid	-	Component
39947	4340531	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340536	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340540	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340542	GO:0009536	RCA	-	plastid	-	Component
39947	4340543	GO:0005739	RCA	-	mitochondrion	-	Component
39947	4340544	GO:0031410	RCA	-	cytoplasmic vesicle	-	Component
39947	4340547	GO:0004765	IDA	-	shikimate kinase activity	15891897	Function
