group_id	tax_id	entrez_id
137	9606	2705
137	9913	281194
137	10090	14618
137	10116	29584
137	7955	100150195
139	9606	2737
139	9913	785371
139	10090	14634
139	10116	140588
139	7955	403042
141	9606	2731
141	9913	507688
141	10090	104174
141	10116	309312
141	7955	321621
141	7227	41253
141	6239	174012
141	4932	855227
141	4896	2542828
141	3702	829438
141	3702	817149
141	4530	4325932
142	9606	8001
142	9913	541160
142	10090	110304
142	10116	114516
142	7955	192124
142	6239	172103
143	9606	2811
143	10090	14723
143	10116	691992
144	9606	2815
144	9913	617668
144	10090	54368
144	10116	502858
145	9606	2821
145	9913	280808
145	10090	14751
145	10116	292804
145	7955	246094
145	7955	246095
145	7227	35886
145	6239	173227
145	4932	852495
145	4896	2539625
145	3702	834283
145	4530	4340677
145	4530	4334290
147	9606	2934
147	9913	535077
147	10090	227753
147	10116	296654
147	7955	321099
148	9606	2937
148	9913	525059
148	10090	14854
148	10116	25458
148	7955	450084
148	7227	318053
148	7227	32775
148	6239	174493
148	4932	854108
148	4896	2542896
148	3702	832797
148	4530	4351008
149	9606	2956
149	9913	540526
149	10090	17688
149	10116	100360342
149	7955	260437
149	7227	39654
149	6239	171914
149	4932	851671
149	4896	2539215
149	3702	828147
152	9606	3030
152	9913	281810
152	10090	97212
152	10116	170670
152	7955	793834
152	7955	553401
152	7227	34276
152	6239	180037
152	6239	172310
153	9606	3032
153	9913	281811
153	10090	231086
153	10116	171155
153	7955	336606
153	7227	37784
153	6239	176216
156	9606	3081
156	9913	507496
156	10090	15233
156	10116	360719
156	7955	259189
156	7227	34552
156	6239	172726
156	3702	835494
156	4530	4339844
158	9606	3145
158	9913	515614
158	10090	15288
158	10116	25709
158	7955	394129
158	7955	338290
158	7227	46140
158	4932	851322
158	4896	3361383
158	3702	830724
158	4530	4328432
159	9606	3155
159	9913	317658
159	10090	15356
159	10116	79238
159	7955	394190
159	7227	33978
159	6239	171738
159	3702	817221
159	4530	4326266
160	9606	6910
160	9913	532970
160	10090	21388
160	10116	304514
160	7955	30071
163	9606	3257
163	9913	515531
163	10090	192236
163	10116	114638
163	7955	563067
167	9606	6448
167	9913	535442
167	10090	27029
167	7955	563849
167	7227	42266
168	9606	3383
168	9913	281839
168	10090	15894
168	10116	25464
169	9606	3423
169	9913	541272
169	10090	15931
169	10116	363513
169	7955	559959
169	7227	38423
170	9606	3425
170	9913	511050
170	10090	15932
170	10116	360904
170	7955	567720
170	7227	34544
171	9606	3426
171	9913	513197
171	10090	12630
171	10116	79126
171	7955	557557
172	9606	3561
172	9913	281862
172	10090	16186
172	10116	140924
172	7955	796604
172	7955	100144554
173	9606	3630
173	10090	16334
173	10116	24506
173	7955	30262
175	9606	3651
175	9913	538927
175	10090	18609
175	10116	29535
175	7955	30721
179	9606	3691
179	9913	506995
179	10090	192897
179	10116	25724
179	7955	335269
180	9606	182
180	9913	783681
180	10090	16449
180	10116	29146
180	7955	140423
180	7227	43275
181	9606	3718
181	9913	538276
181	10090	16453
181	10116	25326
181	7955	561370
183	9606	3736
183	9913	538703
183	10090	16485
183	10116	24520
183	7955	795942
185	9606	102723475
185	9913	528014
185	10090	16509
185	10116	25471
187	9606	3815
187	9913	280832
187	10090	16590
187	10116	64030
187	7955	30256
187	7955	497629
188	9606	3859
188	9913	788382
188	10090	268482
188	10116	360625
191	9606	3914
191	9913	529939
191	10090	16780
191	10116	305078
193	9606	3952
193	9913	280836
193	10090	16846
193	10116	25608
194	9606	6445
194	9913	506155
194	10090	24053
194	10116	305941
194	7955	445292
195	9606	6443
195	9913	535372
195	10090	24051
195	10116	680229
195	7955	559788
197	9606	3978
197	9913	100124507
197	10090	16881
197	10116	81513
197	10116	100911727
197	7955	556995
197	7227	37791
197	6239	179502
197	4932	851391
197	4896	2541849
197	3702	837333
197	3702	841349
197	4530	4348965
199	9606	3990
199	9913	535192
199	10090	15450
199	10116	24538
199	7955	393997
200	9606	4023
200	9913	280843
200	10090	16956
200	10116	24539
200	7955	30354
200	7955	101884800
201	9606	3757
201	10090	16511
201	10116	117018
201	7955	563802
203	9606	4128
203	9913	281293
203	10090	17161
203	10116	29253
206	9606	4233
206	9913	280855
206	10090	17295
206	10116	24553
206	7955	100150664
207	9606	4261
207	9913	508720
207	10090	12265
207	10116	85483
207	7955	100003537
208	9606	4292
208	9913	533652
208	10090	17350
208	10116	81685
208	7955	393632
208	7227	35796
208	4932	855203
208	4896	2539949
208	3702	826493
208	4530	4325393
210	9606	4436
210	9913	533115
210	10090	17685
210	10116	81709
210	7955	406845
210	7227	34842
210	4932	854063
210	4896	2540695
210	3702	821383
212	9606	4547
212	9913	280868
212	10090	17777
212	10116	310900
212	7955	406207
212	7227	35362
215	9606	4607
215	9913	767614
215	10090	17868
215	10116	295929
215	7955	556489
219	9606	4647
219	9913	535092
219	10090	17921
219	10116	266714
219	7955	252846
219	7227	34882
220	9606	4653
220	9913	281342
220	10090	17926
220	10116	81523
220	7955	548602
221	9606	4668
221	9913	533357
221	10090	17939
221	10116	315165
221	7955	560778
221	7227	34355
221	6239	179660
221	3702	824798
221	4530	4344290
222	9606	4669
222	9913	789125
222	10090	27419
222	10116	360630
222	7955	560126
222	7227	46386
222	3702	831214
223	9606	5727
223	9913	520994
223	10090	19206
223	10116	89830
223	7955	30189
223	7227	35851
223	6239	174274
223	6239	173631
223	6239	191745
225	9606	4693
225	9913	511596
225	10090	17986
225	7955	100003793
226	9606	4763
226	10090	18015
226	10116	24592
226	7955	564518
226	7227	43149
227	9606	4860
227	9913	493724
227	9913	790312
227	10090	667034
227	10090	18950
227	10116	290029
227	7227	38315
227	6239	176851
227	4932	850906
227	4896	2542435
228	9606	4864
228	9913	286772
228	10090	18145
228	10116	266732
228	7955	553330
228	7227	34358
228	4932	856101
228	3702	829992
228	3702	840851
229	9606	4867
229	9913	505421
229	10090	53885
229	10116	296136
229	7955	100002391
230	9606	4935
230	9913	613505
230	10090	18241
230	10116	302619
230	7955	393795
231	9606	4942
231	9913	505323
231	10090	18242
231	10116	64313
231	7955	572518
231	7227	40145
231	6239	175908
231	4932	851158
231	4896	2540626
231	3702	834660
231	4530	4333554
233	9606	4952
233	9913	535844
233	10090	320634
233	10116	317576
233	7955	777716
233	7227	31157
234	9606	5053
234	9913	510583
234	10090	18478
234	10116	24616
234	7955	378962
234	7227	38871
234	6239	174401
236	9606	5095
236	9913	614302
236	10090	110821
236	10116	687008
236	7955	437019
236	6239	181026
237	9606	5158
237	9913	281974
237	10090	18587
237	10116	289878
237	7955	559332
239	9606	5184
239	9913	615158
239	10090	18624
239	10116	292808
239	7955	337498
239	7227	47769
239	6239	171704
239	3702	829070
239	4530	4328771
240	9606	5193
240	9913	506007
240	10090	103737
240	10116	116718
240	7955	393174
240	7227	33256
240	6239	181331
240	4896	3361409
240	3702	819602
240	4530	4348849
242	9606	5191
242	9913	533077
242	10090	18634
242	10116	308718
242	7955	541405
242	7227	38994
242	3702	839800
242	4530	4328861
246	9606	5256
246	9913	515732
246	10090	110094
246	10116	678739
246	7955	556199
246	7227	31839
246	6239	176149
247	9606	5257
247	9913	511783
247	10090	102093
247	10116	361377
247	7955	569706
247	7227	34114
247	6239	177092
250	9606	5310
250	9913	504986
250	10090	18763
250	10116	24650
250	7955	100149562
253	9606	5317
253	9913	281405
253	10090	18772
253	10116	304822
253	7955	797838
254	9606	5320
254	9913	615045
254	9913	507201
254	10116	29692
256	9606	5351
256	9913	281409
256	10090	18822
256	10116	116552
256	7955	777635
257	9606	5373
257	9913	510978
257	10090	54128
257	10116	302915
257	7955	368229
257	7227	39436
257	6239	178364
257	4932	850499
257	4896	2541674
257	3702	819187
257	4530	4337437
259	9606	5449
259	9913	282315
259	10090	18736
259	10116	25517
259	7955	405777
260	9606	5456
260	9913	539732
260	10090	18994
260	10116	29589
262	9606	5498
262	9913	515770
262	10090	19044
262	10116	289219
262	7955	664750
262	7227	42939
262	4932	856733
262	4896	2541631
262	3702	827991
262	4530	4327918
264	9606	5627
264	9913	282006
264	10090	19128
264	10116	81750
264	7955	768180
265	9606	5728
265	9913	540786
265	10090	19211
265	10116	50557
265	7955	368415
265	7227	43991
266	9606	5741
266	9913	280903
266	10090	19226
266	10116	24694
267	9606	5745
267	9913	507783
267	10090	19228
267	10116	56813
267	7955	30629
268	9606	5805
268	9913	506860
268	10090	19286
268	10116	29498
268	7955	100073330
268	7227	35292
268	6239	181823
269	9606	5828
269	9913	512677
269	10090	19302
269	10116	29534
269	7955	556228
269	7227	38941
269	3702	844320
269	4530	4338276
270	9606	5830
270	9913	514832
270	10090	19305
270	10116	312703
270	7955	394131
270	7227	31141
270	6239	174392
271	9606	5860
271	9913	618084
271	10090	110391
271	10116	64192
271	7955	791448
271	7227	39050
271	6239	176762
272	9606	5925
272	9913	534712
272	10090	19645
272	10116	24708
272	7955	777733
273	9606	5961
273	9913	280907
273	10090	19133
273	10116	25534
273	7955	58085
273	7955	559209
276	9606	6094
276	9913	281465
276	10090	19881
276	10116	309201
279	9606	6247
279	10090	20147
279	10116	100125595
279	7955	445044
281	9606	6310
281	9913	616399
281	10090	20238
281	10116	25049
281	7955	557340
283	9606	6329
283	9913	517426
283	10090	110880
283	10116	25722
283	7955	572442
285	9606	6444
285	9913	517059
285	10090	24052
285	10116	497892
285	7955	324961
285	7227	31129
285	6239	184162
286	9606	6557
286	9913	407161
286	10090	20495
286	10116	25065
286	6239	3565648
287	9606	6559
287	9913	404171
287	10090	20497
287	10116	54300
287	7955	565439
292	9606	6606
292	9606	6607
292	9913	281492
292	10090	20595
292	10116	64301
292	7955	30432
293	9606	6622
293	9913	282857
293	10090	20617
293	10116	29219
294	9606	6662
294	9913	100336535
294	10090	20682
294	10116	140586
294	7955	60641
295	9606	6710
295	9913	527711
295	10090	20741
295	10116	314251
297	9606	6770
297	9913	281507
297	10090	20845
297	10116	25557
297	7955	63999
298	9606	24
298	9913	281584
298	10090	11304
298	10116	310836
298	7955	555506
303	9606	6948
303	9913	281518
303	10090	21452
303	10116	64365
303	7955	407646
306	9606	7051
306	9913	407997
306	10090	21816
306	10116	60335
306	7955	100334173
306	7955	555962
306	7955	793448
306	7955	334438
306	7955	566581
306	7955	100535918
306	7955	793096
306	7227	34093
307	9606	7054
307	9913	280707
307	10090	21823
307	10116	25085
307	7955	30384
307	7227	38746
307	6239	173411
308	9606	7056
308	9913	281529
308	10090	21824
308	10116	83580
309	9606	7137
309	9913	511094
309	10090	21954
309	10116	29248
313	9606	7172
313	9913	511644
313	10090	22017
313	10116	690050
313	7955	573111
313	7955	436842
314	9606	7248
314	9913	533440
314	10090	64930
314	10116	60445
314	7955	337167
315	9606	7253
315	9913	281553
315	10090	22095
315	10116	25360
315	7955	560609
317	9606	7276
317	9913	280948
317	10090	22139
317	10116	24856
317	7955	449556
319	9606	7372
319	9913	281568
319	10090	22247
319	10116	288051
319	7955	393143
319	7227	42493
319	3702	824612
319	4530	4325739
320	9606	7389
320	9913	504914
320	10090	22275
320	10116	29421
320	7955	30617
320	7227	35986
320	4932	851617
320	4896	2539032
320	3702	818644
320	4530	4332771
324	9606	7498
324	9913	280960
324	10090	22436
324	10116	497811
324	7955	560486
324	7227	41605
324	6239	178381
324	3702	829642
324	3702	829641
324	4530	4333171
327	9606	326
327	9913	784775
327	10090	11634
327	10116	294328
327	7955	100007662
328	9606	338
328	10090	238055
328	10116	54225
328	7955	566465
330	9606	642
330	9913	504483
330	10090	104184
330	10116	287552
330	7955	336541
330	7227	31776
330	4932	855482
331	9606	788
331	9913	518758
331	10090	57279
331	10116	117035
331	7955	393833
331	7227	33470
331	6239	177530
331	4932	854267
331	3702	834724
331	4530	4349475
332	9606	846
332	9913	281038
332	10090	12374
332	10116	24247
332	7955	560607
333	9606	1026
333	9913	513497
333	10090	12575
333	10116	114851
334	9606	1121
334	9913	519552
334	10090	12662
334	10116	24942
334	7227	37246
335	9606	1200
335	9913	515575
335	10090	12751
335	10116	83534
335	7955	798347
339	9606	1439
339	9913	528530
339	10090	12983
339	10090	12984
339	10116	171081
344	9606	2068
344	9913	100125238
344	10090	13871
344	10116	308415
344	7955	393900
344	7227	37414
344	6239	175190
344	4932	856918
344	4896	2542203
344	3702	839557
344	4530	4337788
345	9606	2132
345	9913	281151
345	10090	14043
345	10116	311215
345	7955	493780
345	7227	3772101
347	9606	2582
347	9913	523154
347	10090	74246
347	10116	114860
347	7955	678540
347	7227	38076
347	6239	173171
347	4896	2540938
347	3702	826696
347	3702	842752
347	3702	828492
347	4530	4339812
349	9606	2760
349	9913	504524
349	10090	14667
349	10116	282838
349	7955	550529
350	9606	2798
350	9913	281798
350	10090	14715
350	10116	81668
352	9606	2820
352	9913	504948
352	10090	14571
352	10116	25062
352	7955	751628
352	7227	47611
352	6239	172509
352	3702	820199
352	4530	4335210
353	9606	2978
353	9913	282243
353	10090	14913
353	10116	301233
353	7955	393629
353	7955	100330921
358	9606	3295
358	9913	493643
358	10090	15488
358	10116	79244
358	7955	393105
358	7227	32582
358	6239	180950
358	4932	853878
358	3702	843947
358	4530	4347752
359	9606	3459
359	9913	508619
359	10090	15979
359	10116	116465
360	9606	3559
360	9913	281861
360	10090	16184
360	10116	25704
362	9606	3792
362	9913	529060
362	10090	23925
362	10116	297025
363	9606	3872
363	9913	281889
363	10090	16667
363	10116	287702
363	7955	436656
363	7955	321502
363	7955	792062
363	7955	406844
363	7955	550522
363	7955	553371
363	7955	30327
363	7955	664718
363	7955	100034647
363	7955	445051
369	9606	4053
369	9913	281905
369	10090	16997
369	10116	59106
371	9606	5048
371	9913	282513
371	10090	18472
371	10116	83572
371	7955	394246
371	6239	176758
372	9606	4598
372	9913	505792
372	10090	17855
372	10116	81727
372	7955	492477
372	6239	175863
372	4932	855248
372	4896	2542818
372	3702	832804
372	4530	4348331
374	9606	4688
374	9913	281346
374	10090	17970
374	10116	364018
374	7955	562473
375	9606	4758
375	9913	505554
375	10090	18010
375	10116	24591
375	7955	559850
376	9606	4854
376	9913	789485
376	10090	18131
376	10116	56761
377	9606	5019
377	9913	535804
377	10090	67041
377	10116	690163
377	7955	442923
377	7955	560273
377	7227	38261
377	6239	174548
379	9606	5122
379	9913	281967
379	10090	18548
379	7955	100005716
379	6239	172333
380	9606	5145
380	9913	281973
380	10090	225600
380	10116	307401
380	7955	368410
384	9606	5339
384	9913	786966
384	10090	18810
384	10116	64204
384	7955	567639
385	9606	5445
385	9913	281417
385	10090	330260
385	10116	296851
385	7955	568655
385	7955	447803
385	7955	554122
385	7955	335176
386	9606	5664
386	9913	282010
386	10090	19165
386	10116	81751
386	7955	58026
386	7227	40260
386	4530	4324260
387	9606	5896
387	9913	506302
387	10090	19373
387	10116	84600
387	7955	30663
388	9606	5993
388	9913	539884
388	10116	310659
389	9606	6401
389	10090	20339
389	10116	25544
390	9606	6555
390	9913	525823
390	10090	20494
390	10116	29500
390	7955	393329
390	7227	32621
390	3702	817231
390	4530	4325917
392	9606	6647
392	9913	281495
392	10090	20655
392	10116	24786
392	7955	30553
392	7227	39251
392	6239	174141
392	6239	173776
392	4932	853568
392	4896	2542128
392	3702	837405
392	4530	4332846
392	4530	4344210
393	9606	6794
393	10090	20869
393	10116	314621
393	7955	550537
393	6239	180185
394	9606	6821
394	9913	509837
394	10090	211389
394	10116	81805
394	7955	566675
394	7227	32878
394	6239	181638
394	3702	820118
394	4530	4346125
395	9606	3172
395	9913	509200
395	10090	15378
395	10116	25735
395	7955	322358
396	9606	6928
396	9913	503581
396	10090	21410
396	10116	25640
396	7955	792391
397	9606	7010
397	9913	280939
397	10090	21687
397	10116	89804
397	7955	30747
398	9606	7066
398	9913	538672
398	10090	21832
398	10116	81811
400	9606	580
400	9913	530961
400	10090	12021
400	10116	64557
400	7955	100147913
402	9606	7291
402	10090	22160
402	10116	85489
402	7955	30175
402	7955	550518
403	9606	190
403	9913	281949
403	10090	11614
403	10116	58850
403	7955	100001692
405	9606	213
405	9913	280717
405	10090	11657
405	10116	24186
408	9606	272
408	9913	519803
408	10090	11717
408	10116	25095
408	7955	556578
408	7955	333997
409	9606	275
409	9913	280719
409	10090	434437
409	10116	306586
409	7955	450000
409	7227	34474
409	6239	178960
409	4932	851582
409	4896	2543195
409	3702	837733
409	4530	4337051
413	9606	353
413	9913	519017
413	10090	11821
413	10116	292072
413	7955	393641
413	7227	48224
413	6239	172232
413	4932	854986
413	4896	2542022
413	3702	839636
413	4530	4352670
416	9606	546
416	9913	514473
416	10090	22589
416	10116	246284
416	7955	323299
417	9606	551
417	9913	280728
417	10090	11998
417	10116	24221
417	7955	352920
418	9606	713
418	9913	617435
418	10090	12260
418	10116	29687
420	9606	1415
420	9913	287011
420	10090	12961
420	10116	25422
420	7955	553182
425	9606	2161
425	9913	280789
425	10090	58992
425	10116	306761
426	9606	2147
426	9913	280685
426	10090	14061
426	10116	29251
426	7955	325881
428	9606	2243
428	10090	14161
428	10116	361969
428	7955	378986
429	9606	2266
429	9913	280792
429	10090	99571
429	10116	24367
429	7955	406327
430	9606	2488
430	9913	281171
430	10090	14308
430	10116	25447
430	7955	402919
431	9913	281483
431	10090	56546
431	10116	308586
432	7955	352918
432	7227	34615
433	9606	2668
433	9913	386587
433	10090	14573
433	10116	25453
433	7955	79379
437	9606	3074
437	9913	618571
437	9913	786974
437	10090	15212
437	10116	294673
437	7955	323613
437	6239	180533
437	3702	824692
437	4530	4337620
441	9606	3767
441	9913	532060
441	10090	16514
441	10116	83535
441	7955	664687
443	9606	7436
443	9913	282123
443	10090	22359
443	10116	25696
443	7955	393897
443	7227	43105
443	7227	2768687
443	6239	174116
444	9606	4158
444	9913	281299
444	10090	17200
444	10116	282839
444	7955	353152
445	9606	4359
445	9913	539462
445	10090	17528
445	10116	24564
445	7955	114417
446	9606	5009
446	9913	280887
446	10090	18416
446	10116	25611
446	7955	794667
446	4932	853357
446	4896	2543593
446	3702	843869
447	9606	5096
447	9913	515902
447	10090	66904
447	10116	24624
447	7955	405861
447	6239	180596
448	9606	5354
448	9913	281410
448	10090	18823
448	10116	24943
449	9606	5378
449	9913	529491
449	10090	227099
449	10116	494322
449	7955	368631
452	9606	5994
452	9913	540760
452	10090	170767
452	10116	499617
455	9606	6295
455	9913	280922
455	10090	20215
455	10116	25539
455	7955	792319
456	9606	6439
456	9913	507398
456	10090	20388
456	10116	192155
457	9606	6609
457	9913	505097
457	10090	20597
457	10116	308909
457	7955	556700
457	7227	37884
457	6239	181323
459	9606	6927
459	9913	503578
459	10090	21405
459	10116	24817
459	7955	266961
460	9606	7157
460	9913	281542
460	10090	22059
460	10116	24842
460	7955	30590
461	9606	7173
461	9913	525013
461	10090	22018
461	10116	54314
461	7955	100331172
462	9606	7249
462	9913	504985
462	10090	22084
462	10116	24855
462	7955	567524
462	7227	40201
463	9606	7252
463	9913	281552
463	10090	22094
463	10116	25653
463	7955	353223
463	7955	100001596
464	9606	7306
464	9913	282105
464	10090	22178
464	10116	298182
464	7955	100333145
464	7955	437022
465	9606	7428
465	9913	540957
465	10090	22346
465	10116	24874
465	7955	791202
466	9606	7450
466	9913	280958
466	10090	22371
466	10116	116669
466	7955	570643
467	9606	1406
467	9913	280756
467	10090	12951
467	10116	60446
468	9606	8200
468	9913	539559
468	10090	14563
468	10116	252835
468	7955	100334210
469	9606	3040
469	9606	3039
469	9913	512439
469	9913	100140149
469	10090	110257
469	10090	15122
469	10116	287167
472	9606	731
472	9913	527391
472	10090	230558
472	10116	298288
472	7955	445102
473	9606	3568
473	9913	615848
473	10090	16192
473	10116	114103
474	9606	3570
474	9913	507359
474	10090	16194
474	10116	24499
474	7955	100135755
475	9606	2209
475	9913	282227
475	10090	14129
475	10116	295279
477	9606	2214
477	9606	2215
477	9913	281766
477	10090	246256
477	10116	304966
478	9606	3586
478	9913	281246
478	10090	16153
478	10116	25325
478	7955	553957
479	9606	1604
