group_id	tax_id	entrez_id
3849	9606	2644
3849	9913	617650
3849	10090	320415
3849	10116	171128
3849	7955	393735
3849	6239	4363077
3850	9606	2660
3850	9913	281187
3850	10090	17700
3850	10116	29152
3850	7955	798441
3850	7227	43811
3851	9606	2661
3851	9913	282574
3851	10090	14566
3851	10116	59304
3851	7955	497643
3854	9606	2672
3854	9913	100139952
3854	10090	14581
3854	10116	24388
3854	7955	798697
3855	9606	2674
3855	9913	534801
3855	10090	14585
3855	10116	25454
3855	7955	79376
3855	7955	79377
3856	9606	2702
3856	9913	539491
3856	10090	14613
3856	10116	50563
3857	9606	2703
3857	9913	524042
3857	10090	14616
3857	10116	29601
3857	7955	114403
3858	9606	2709
3858	9913	524030
3858	10090	14622
3858	10116	29586
3859	9606	2735
3859	9913	517588
3859	10090	14632
3859	10116	140589
3861	9606	2787
3861	9913	287018
3861	10090	14707
3861	10090	100043507
3861	10116	79218
3861	7955	337838
3862	9606	2794
3862	9913	532528
3862	10090	14670
3862	10116	309593
3862	7955	568505
3862	7227	35338
3864	9606	2823
3864	9913	507389
3864	10090	234267
3864	10116	306439
3864	7955	368223
3864	7227	40383
3867	9606	2828
3867	9913	512876
3867	10090	319197
3867	10116	308408
3867	7955	563762
3868	9606	2835
3868	9913	522747
3868	10090	14738
3868	10116	80840
3868	7955	565609
3869	9606	2838
3869	9913	538740
3869	10090	71223
3869	10116	288181
3870	9606	2843
3870	9913	515695
3870	10090	239530
3870	10116	60667
3870	7955	794428
3871	9606	2846
3871	9913	539738
3871	10090	78134
3871	10116	302378
3871	7955	794698
3872	9606	2848
3872	10090	383563
3872	7955	795188
3874	9606	2859
3874	9913	505056
3874	10090	64095
3874	10116	367315
3875	9606	2861
3875	9913	532626
3875	10090	14763
3875	10116	117549
3875	7955	100537916
3876	9606	2864
3876	10090	233081
3876	10116	266607
3879	9606	2869
3879	9913	281801
3879	10090	14773
3879	10116	59075
3879	7227	49045
3879	6239	181212
3881	9606	2886
3881	9913	508847
3881	10090	14786
3881	10116	84427
3882	9606	2887
3882	9913	407210
3882	10090	14783
3882	10116	498416
3882	7955	562032
3884	9606	2928
3884	10090	195333
3884	10116	363831
3885	9606	2965
3885	9913	513510
3885	10090	14884
3885	10116	361580
3885	7955	447857
3885	7227	36598
3885	6239	176838
3885	3702	825315
3885	3702	842024
3885	4530	4345313
3889	9606	3010
3889	10090	107970
3889	10116	24438
3889	7955	569982
3889	7955	100037379
3890	9606	3029
3890	9913	509274
3890	10090	14651
3890	10116	24439
3890	7955	336977
3890	7227	40299
3890	6239	174839
3890	3702	820255
3890	4530	4332736
3892	9606	3037
3892	9913	281220
3892	10090	15117
3892	10116	25694
3892	7955	260350
3895	9606	3049
3895	9913	618325
3895	10090	544763
3895	10116	100361053
3897	9606	3052
3897	9913	506250
3897	10090	15159
3897	10116	317444
3897	7955	58016
3897	4932	853775
3897	4896	2541462
3898	9606	3054
3898	9913	512908
3898	10090	15161
3898	10116	363519
3898	7955	565206
3898	6239	177560
3901	9606	3071
3901	9913	513641
3901	10090	105855
3901	10116	315348
3901	7955	556951
3903	9606	3093
3903	9913	281225
3903	10090	53323
3903	10116	289623
3903	7955	30100
3903	7955	541355
3903	7227	39133
3903	6239	175185
3903	6239	182321
3903	4932	851757
3903	4896	2540277
3903	3702	835159
3903	4530	4327237
3904	9606	3094
3904	9913	327693
3904	10090	15254
3904	10116	690660
3904	7955	449551
3904	7227	33471
3904	6239	184760
3904	3702	824816
3904	4530	4332685
3905	9606	3104
3905	9913	534608
3905	10090	100090
3905	10116	362668
3905	7955	567773
3908	9606	3309
3908	9913	415113
3908	10090	14828
3908	10116	25617
3908	7955	378848
3908	7227	32133
3908	6239	174203
3908	6239	180880
3908	4932	853418
3908	4896	2541815
3908	3702	834207
3908	3702	832950
3908	4530	4328075
3910	9606	3727
3910	9913	517192
3910	10090	16478
3910	10116	24518
3910	7955	564873
3911	9606	3932
3911	9913	508890
3911	10090	16818
3911	10116	313050
3911	7955	414333
3912	9606	3991
3912	9913	286879
3912	10090	16890
3912	10116	25330
3912	7955	557893
3916	9606	4151
3916	9913	280695
3916	10090	17189
3916	10116	59108
3916	7955	393558
3917	9606	4168
3917	9913	532185
3917	10090	109904
3917	10116	317598
3917	7955	557201
3918	9606	4234
3918	9913	511197
3918	10090	17299
3918	10116	679091
3918	7955	449779
3918	7227	31176
3918	6239	174753
3918	4932	851326
3918	4896	2539574
3918	3702	832553
3918	4530	4340601
3919	9606	4342
3919	9913	444869
3919	10090	17451
3919	10116	24559
3919	7955	795517
3920	9606	4355
3920	9913	509346
3920	10090	50997
3920	10116	85275
3920	7955	431770
3921	9606	4610
3921	9913	540350
3921	10090	16918
3921	10116	298506
3921	7955	567762
3922	9606	4613
3922	9913	616888
3922	10090	18109
3922	10116	298894
3922	7955	252851
3924	9606	4681
3924	9606	100532736
3924	9913	535280
3924	10090	17965
3924	10116	50594
3924	7955	404629
3927	9606	4759
3927	9913	614542
3927	10090	23956
3927	10116	29204
3928	9606	4783
3928	9913	506097
3928	10090	18030
3928	10116	114519
3928	7955	445509
3934	9606	5253
3934	9913	537728
3934	10090	18676
3934	10116	306814
3934	7955	503778
3936	9606	5408
3936	9913	510772
3936	10090	18947
3936	10116	117554
3938	9606	5507
3938	9913	539466
3938	10090	53412
3938	10116	309513
3938	7955	393807
3941	9606	5784
3941	9913	518798
3941	10090	19250
3942	9606	5898
3942	9913	538477
3942	10090	56044
3942	10116	81757
3942	7955	393993
3942	7227	31332
3942	6239	175433
3944	9606	6373
3944	9913	516104
3944	10116	305236
3945	9606	6414
3945	9913	282066
3945	10090	20363
3945	10116	29360
3945	7955	352931
3946	9606	653509
3946	9913	407213
3946	10090	20387
3946	10116	24773
3947	9606	6496
3947	9913	616756
3947	10090	20473
3947	10116	78974
3947	7955	30635
3948	9606	6498
3948	9913	527910
3948	10090	20482
3948	10116	114208
3948	7955	100007653
3951	9606	6764
3951	9913	537907
3951	10090	76954
3951	10116	308944
3951	7955	323827
3952	9606	6773
3952	9913	511023
3952	10090	20847
3952	10116	288774
3954	9606	6887
3954	9913	524755
3954	10090	21350
3954	10116	685229
3954	7955	394239
3955	9606	7007
3955	9913	533133
3955	10090	21683
3955	10116	300653
3955	7955	561355
3956	9606	7032
3956	9913	616105
3956	10090	21785
3956	10116	116592
3957	9606	7075
3957	9913	280941
3957	10090	21846
3957	10116	89806
3957	7955	30746
3958	9606	7142
3958	9913	281538
3959	9606	7159
3959	9913	514474
3959	10090	209456
3959	10116	305025
3959	7955	407983
3960	9606	7161
3960	9913	515105
3960	10090	22062
3960	10116	362675
3960	7955	368221
3961	9606	7409
3961	9913	617345
3961	10090	22324
3961	10116	25156
3961	7227	32920
3962	9606	7424
3962	9913	282122
3962	10090	22341
3962	10116	114111
3962	7955	403049
3963	9606	7471
3963	9913	540662
3963	10090	22408
3963	10116	24881
3963	7955	30128
3963	7227	34009
3964	9606	7516
3964	9913	789410
3964	10090	57434
3964	10116	499966
3964	7955	553395
3965	9606	7851
3965	9913	512289
3965	10090	228576
3965	10116	362211
3967	9606	8061
3967	9913	531389
3967	10090	14283
3967	10116	25445
3967	7955	564241
3968	9606	8079
3968	9913	513843
3968	10090	30853
3968	10116	312709
3968	7955	561675
3971	9606	8320
3971	9913	511947
3971	10090	13813
3971	10116	316052
3971	7955	64603
3973	9606	9125
3973	9913	536537
3973	10090	58184
3973	10116	301513
3973	7955	406632
3973	7227	32966
3973	6239	175669
3973	4932	855428
3973	4896	2542094
3973	3702	821628
3973	4530	4336974
3974	9606	9126
3974	9913	281729
3974	10090	13006
3974	10116	29486
3974	7955	324475
3974	7227	32627
3974	6239	176559
3974	4932	853371
3974	4896	2543010
3974	3702	817259
3974	4530	4328210
3974	4530	9269307
3975	9606	9127
3975	9913	618262
3975	10090	18440
3975	10116	25041
3976	9606	9182
3976	9913	615588
3976	10090	237504
3976	10116	65053
3976	7955	100150148
3977	9606	9210
3977	9913	353351
3977	10090	12155
3977	10116	59302
3977	7955	334183
3979	9606	9241
3979	9913	538769
3979	10090	18121
3979	10116	25495
3979	7955	30173
3979	7955	30174
3980	9606	9260
3980	9913	533851
3980	10090	67399
3980	10116	286908
3980	7955	393813
3981	9606	9277
3981	9913	509913
3981	10090	57315
3981	10116	309628
3981	7955	393596
3981	7227	31732
3981	6239	178185
3981	4932	856815
3981	4896	2543484
3981	3702	820218
3981	4530	4325333
3982	9606	9278
3982	9913	538456
3982	10090	81630
3982	10116	309630
3982	7955	64809
3983	9606	9350
3983	9913	508019
3983	10090	12622
3983	10116	500485
3987	9606	9627
3987	9913	540156
3987	10090	67847
3987	10116	307309
3987	7955	796993
3990	9606	10001
3990	9913	505293
3990	10090	69792
3990	10116	299180
3990	7955	415174
3990	7227	44728
3990	6239	179091
3990	3702	821689
3990	4530	4340496
3991	9606	10005
3991	9913	504360
3991	10090	170789
3991	10116	170588
3991	7955	450052
3991	6239	180429
3991	6239	182714
3991	6239	173942
3991	6239	178878
3991	3702	827955
3991	3702	839254
3994	9606	10008
3994	9913	527762
3994	10090	57442
3994	10116	63883
3995	9606	10014
3995	9913	504242
3995	10090	15184
3995	10116	84580
3995	7955	557486
3996	9606	10020
3996	9913	782201
3996	10090	50798
3996	10116	114711
3996	7955	393857
3997	9606	10021
3997	9913	785689
3997	10090	330953
3997	10116	59266
3997	7955	557843
3997	7955	556759
3999	9606	10023
3999	9913	505664
3999	10090	14296
3999	10116	308692
4002	9606	10026
4002	9913	508700
4002	10090	329777
4002	10116	295543
4002	7955	415239
4002	7227	31163
4002	6239	188131
4002	4932	851931
4002	4896	2539272
4002	3702	837397
4002	4530	4328747
4003	9606	10036
4003	9913	504535
4003	10090	27221
4003	10116	363333
4004	9606	10038
4004	9913	505828
4004	10090	11546
4004	10116	290027
4004	7955	100007906
4004	3702	828049
4004	4530	4326478
4005	9606	10039
4005	9913	507426
4005	10090	235587
4005	10116	300985
4005	7955	335495
4007	9606	10042
4007	9913	505539
4007	10090	70823
4007	10116	307667
4011	9606	10047
4011	9913	617395
4011	10090	13012
4011	10116	29679
4015	9606	10051
4015	9913	353350
4015	10090	70099
4015	10116	295107
4015	7955	192332
4015	7227	35001
4015	4932	850775
4015	4896	2539817
4015	3702	834917
4015	4530	9267154
4016	9606	10052
4016	9913	511119
4016	10090	14615
4016	10116	266706
4016	7955	564307
4017	9606	8907
4017	9913	504310
4017	10090	11767
4017	10116	306332
4017	7955	445244
4017	7227	41150
4017	6239	173121
4017	4932	855869
4017	4896	2541306
4017	3702	842372
4017	3702	837616
4017	4530	4324247
4017	4530	4339486
4018	9606	10054
4018	9913	507005
4018	10090	50995
4018	10116	308508
4018	7955	406672
4018	7227	44496
4018	4932	851998
4018	4896	2539967
4018	3702	816686
4018	4530	4343750
4019	9606	10055
4019	9913	505512
4019	10090	56459
4019	10116	308384
4019	7955	415148
4019	7227	41532
4019	6239	179409
4019	4932	856310
4019	4896	2543606
4019	3702	835127
4019	3702	835139
4019	3702	828596
4019	4530	4350554
4021	9606	321
4021	10090	11784
4021	10116	83610
4021	7955	327160
4026	9606	2315
4026	9913	616945
4026	10090	77836
4026	10116	293890
4027	9606	2615
4027	9913	615467
4027	10090	434215
4027	10116	293135
4027	7955	100148867
4031	9606	3195
4031	9913	505304
4031	10090	21908
4031	10116	499361
4031	7955	266964
4032	9606	3198
4032	9913	537889
4032	10090	15394
4032	7955	58051
4033	9606	3207
4033	9913	100336578
4033	10090	15396
4033	10116	100909443
4033	7955	30382
4037	9606	3419
4037	9913	282446
4037	10090	67834
4037	10116	114096
4037	7955	393926
4037	7227	32940
4037	6239	172655
4037	4932	854303
4037	4896	2541260
4037	3702	831884
4037	3702	820139
4037	4530	4324442
4040	9606	3430
4040	9913	510697
4040	10090	70110
4040	10116	287719
4040	7955	559610
4041	9606	3460
4041	9913	514889
4041	10090	15980
4041	10116	360697
4042	9606	3594
4042	9913	524299
4042	10090	16161
4042	10116	171333
4043	9606	3612
4043	9913	281865
4043	10090	55980
4043	10116	83523
4043	7955	437018
4043	7227	40346
4043	6239	172477
4043	4932	856442
4043	4932	851881
4043	3702	821206
4043	4530	4333347
4045	9606	3632
4045	9913	615232
4045	10090	212111
4045	10116	365382
4045	7955	641571
4045	7227	326119
4045	6239	180871
4046	9606	3635
4046	9913	507329
4046	10090	16331
4046	10116	54259
4046	7955	559103
4047	9606	3638
4047	9913	511899
4047	10090	231070
4047	10116	64194
4047	7955	334189
4048	9606	3640
4048	9913	281870
4048	10090	16336
4048	10116	114215
4049	9606	3667
4049	9913	538598
4049	10090	16367
4049	10116	25467
4049	7955	559281
4050	9606	3671
4050	9913	515018
4050	10090	26968
4050	10116	686539
4051	9606	3702
4051	9913	522311
4051	10090	16428
4051	10116	363577
4051	7955	798906
4053	9606	3735
4053	9913	509624
4053	10090	85305
4053	10116	292028
4053	7955	280647
4053	7227	31904
4053	6239	174159
4053	4932	851607
4053	4896	2539746
4053	3702	820343
4053	4530	4333345
4054	9606	3744
4054	9913	538721
4054	10090	242151
4054	10116	295360
4054	7955	567521
4054	7955	100329515
4056	9606	3831
4056	9913	508999
4056	10090	16593
4056	10116	171041
4056	7955	393928
4056	7227	39445
4056	6239	178942
4058	9606	3855
4058	9913	535697
4058	10090	110310
4058	10116	300242
4059	9606	3898
4059	10090	16763
4059	10116	313325
4060	9606	3911
4060	9913	506751
4060	10090	16776
4060	10116	140433
4060	7955	321243
4060	7227	38723
4060	6239	177956
4061	9606	3916
4061	9913	281897
4061	10090	16783
4061	10116	25328
4061	7955	563328
4062	9606	3918
4062	9913	511043
4062	10090	16782
4062	10116	192362
4062	7955	567928
4063	9606	3925
4063	9913	616317
4063	10090	16765
4063	10116	29332
4063	7955	678630
4063	7955	550548
4064	9606	3934
4064	9913	526639
4064	10090	16819
4064	10116	170496
4065	9606	3937
4065	9913	513244
4065	10090	16822
4065	10116	155918
4065	7955	336073
4065	7955	100004351
4067	9606	3959
4067	9913	531137
4067	10090	19039
4067	10116	245955
4067	7955	550351
4067	7955	677742
4067	7955	405809
4068	9606	3975
4068	9913	786041
4068	10090	16869
4068	10116	257634
4068	7955	30463
4068	7227	31813
4070	9606	3998
4070	9913	511649
4070	10090	70361
4070	10116	116666
4070	7955	559775
4070	7227	44679
4070	6239	172799
4072	9606	4005
4072	10090	16909
4072	10116	362176
4072	7955	30332
4074	9606	4016
4074	9913	281903
4074	10090	16949
4074	10116	315714
4074	7955	560115
4075	9606	4026
4075	9913	524132
4075	10090	210126
4075	10116	288010
4075	7955	573024
4077	9606	4064
4077	9913	539518
4077	10090	17079
4077	10116	294706
4077	7955	101885327
4078	9606	4066
4078	9913	615458
4078	10090	17095
4078	10116	304663
4078	7955	100333113
4079	9606	4091
4079	9913	511279
4079	10090	17130
4079	10116	367100
4079	7955	564395
4080	9606	4205
4080	9913	407231
4080	10090	17258
4080	10116	309957
4080	7955	30564
4082	9606	4329
4082	9913	327692
4082	10090	104776
4082	10116	81708
4082	7955	436647
4082	7227	30995
4082	6239	174800
4082	3702	815903
4082	4530	4342610
4083	9606	4361
4083	9913	525093
4083	10090	17535
4083	10116	64046
4083	7955	406637
4083	7227	34565
4083	6239	179488
4083	4932	855264
4083	4896	2542757
4083	3702	835514
4083	4530	4337137
4084	9606	4593
4084	9913	540052
4084	10090	18198
4084	10116	81725
4084	7955	334526
4084	7227	36445
4085	9606	4617
4085	9913	281335
4085	10090	17877
4085	10116	299766
4085	7955	58097
4086	9606	4774
4086	9913	615371
4086	10090	18027
4086	10116	25492
4086	7955	556665
4087	9606	4781
4087	10090	18028
4087	10116	29227
4088	9606	4782
4088	9913	553098
4088	10090	18029
4088	10116	29228
4088	7955	100005568
4089	9606	4807
4089	9913	530196
4089	10090	18071
4089	10116	289230
4090	9606	4808
4090	9913	525699
4090	10090	18072
4090	10116	295327
4090	7955	402968
4091	9606	4817
4091	9913	504199
4091	10090	27045
4091	10116	289222
4091	7955	447900
4091	4932	853316
4091	4896	2541127
4091	3702	826449
4091	4530	4352282
4092	9606	4818
4092	10090	72310
4092	10116	171062
4093	9606	5010
4093	9913	508268
4093	10090	18417
4093	10116	84588
4093	7955	436897
4095	9606	5454
4095	9913	783320
4095	10090	18992
4095	10116	29588
4095	7955	30397
4098	9606	5934
4098	9913	533294
4098	10090	19651
4098	10116	81758
4098	7955	100331892
4098	7227	31027
4099	9606	5978
4099	9913	615792
4099	10090	19712
4099	10116	83618
4100	9606	5999
4100	9913	617437
4100	10090	19736
4100	10116	29480
4100	7955	569876
4102	9606	6039
4102	9913	282341
4102	10090	78416
4102	10116	305842
4104	9606	28514
4104	9913	788775
4104	10090	13388
4104	10116	84010
4104	7955	30138
4104	7227	42313
4109	9606	6370
4109	9913	615986
4109	10090	20300
4109	10116	360750
4110	9606	6386
4110	9913	510979
4110	10090	53378
4110	10116	83841
4110	7955	325004
4113	9606	6535
4113	9913	282367
4113	10090	102857
4113	10116	50690
4113	7955	567544
4115	9606	6608
4115	9913	539308
4115	10090	319757
4115	10116	25273
4115	7955	30225
4115	7227	33196
4117	9606	6654
4117	9913	537682
4117	10090	20662
4117	10116	313845
4117	7227	34790
4117	6239	178846
4118	9606	6658
4118	10090	20675
4118	7955	30529
4121	9606	6845
4121	9913	613984
4121	10090	20955
4121	10116	85491
4121	7955	393236
4121	7227	36015
4121	3702	832297
4121	4530	4348130
4122	9606	6857
4122	9913	281511
4122	10090	20979
4122	10116	25716
4122	7227	33473
4122	6239	174120
4126	9606	6884
4126	9913	513065
4126	10090	99730
4126	7955	324153
4126	7227	35297
4126	6239	192052
4126	3702	837962
4128	9606	6907
4128	9913	515972
4128	10090	21372
4128	10116	302711
4128	7955	560294
4128	7227	33212
4131	9606	6942
4131	9913	523151
4131	10090	21411
4131	10116	366964
4132	9606	6999
4132	9913	530397
4132	10090	56720
4132	10116	64206
4132	7955	334082
4132	7955	100008541
4132	7227	32026
4132	6239	175836
4133	9606	7014
4133	9913	506501
4133	10090	21750
4133	10116	361403
4133	7955	192316
4134	9606	7024
4134	9913	509448
4134	10090	21422
4134	10116	315309
4134	7955	100001906
4134	7227	36064
4135	9606	7071
4135	9913	522795
4135	10090	21847
4135	10116	81813
4136	9606	7113
4136	9913	511037
4136	10090	50528
4136	10116	156435
4136	7955	494080
4136	6239	182375
4137	9606	7158
4137	9913	509111
4137	10090	27223
4137	10116	296099
4138	9606	7185
4138	9913	540944
4138	10090	22029
4138	10116	687813
4138	7955	100148503
4143	9606	7681
4143	9913	517464
4143	10090	22652
4143	10116	292988
4146	9606	7844
4146	9913	511639
4146	10090	22644
4146	10116	84508
4146	7955	447861
4147	9606	7903
4147	9913	407768
4147	10090	20452
4147	10116	116696
4147	7955	553211
4149	9606	7993
4149	9913	509646
4149	10090	108159
4149	10116	290802
4149	7955	554116
4150	9606	8000
4150	9913	100298702
4150	10090	72373
4150	10116	680210
4151	9606	7596
4151	9913	540342
4151	10116	102548695
4152	10090	13353
4152	10116	303794
4152	7227	3772583
4155	9606	9015
4155	9913	505051
4155	10090	21339
4155	10116	360893
4155	7955	567105
4156	9606	9289
4156	9913	509703
4156	10090	14766
4156	10116	260326
4158	9606	9569
4158	9913	507792
4158	10090	57080
4158	10116	246770
4158	7955	81597
4159	9606	9580
4159	9913	788459
4159	10090	20668
4159	10116	289026
4160	9606	10056
4160	9913	788792
4160	10090	23874
4160	10116	301544
4160	7955	493608
4160	7227	42888
4160	6239	174351
4160	4932	850749
4160	4896	2541974
4160	3702	843587
4160	4530	4339585
4163	9606	10066
4163	9913	534312
4163	10090	24044
4163	10116	65168
4163	7955	334500
4163	7955	406687
4163	3702	837659
4163	3702	842418
4163	3702	816617
4163	3702	839464
4163	4530	4343617
4163	4530	4327836
4163	4530	4339247
4164	9606	10067
4164	9913	539670
4164	10090	24045
4164	10116	65169
4164	7955	492473
4166	9606	10073
4166	9913	515588
4166	10090	66069
4166	10116	316108
4166	7955	324743
4166	6239	173383
4166	3702	828590
4166	4530	4326461
4167	9606	26284
4167	9913	523344
4167	10090	57837
4167	10116	363646
4167	7955	569087
4167	7227	41597
4167	6239	174508
4168	9606	10076
4168	9913	535675
4168	10090	19273
4168	10116	116680
4168	7955	335096
4169	9606	10078
4169	9913	509559
4169	10090	56844
4169	10116	361682
4170	9606	10081
4170	9913	784973
4170	10090	50996
4170	10116	363082
4170	7955	445020
4172	9606	10084
4172	9913	534894
4172	10090	54633
4172	10116	302557
4172	7955	796523
4172	6239	176847
4172	6239	188208
4173	9606	10087
4173	9913	286797
4173	10090	68018
4173	10116	365652
4173	7955	797430
4173	7227	38928
4173	6239	172940
4174	9606	10090
4174	9913	535975
4174	10090	338362
4174	10116	361450
4174	7955	557218
4176	9606	10092
4176	9913	614345
4176	10090	67771
4176	10116	360854
4176	7955	399482
4176	7955	336504
4176	7227	33444
4176	6239	183522
4176	6239	171882
4177	9606	10093
4177	9913	539459
4177	10090	68089
4177	10116	297518
4177	7955	445305
4177	7955	114456
4177	7227	33864
4177	6239	175650
4177	4932	853856
4177	4896	2541767
4177	3702	3770404
4177	4530	4334780
4178	9606	10094
4178	9913	506596
4178	10090	56378
4178	10116	288669
4178	7955	415204
4178	7227	41917
4178	6239	176697
4178	4932	851085
4178	4896	2540144
4178	3702	842338
4178	4530	4328824
4179	9606	10095
4179	9913	326600
4179	10090	11867
4179	10116	54227
4179	7955	335474
4179	3702	817641
4179	3702	817687
4179	4530	4331146
4180	9606	57180
4180	9913	616404
4180	10090	242894
4180	10116	362298
4180	3702	837876
4180	4530	4329867
4181	9606	10097
4181	9913	538486
4181	10090	66713
4181	10116	289820
4181	7955	406820
4181	7955	554861
4181	7227	32623
4181	6239	179440
4181	4932	851532
4181	4896	5802965
4181	3702	822317
4181	4530	4345402
4182	9606	10098
4182	9913	538668
4182	10090	56224
4182	10116	362048
4182	7955	450026
4182	6239	177890
4184	9606	10102
4184	9913	281551
4184	10090	66399
4184	10116	679068
4184	7955	567785
4184	7227	35060
4184	6239	179683
4187	9606	10109
4187	9913	540838
4187	10090	76709
4187	10116	301511
4187	7955	327068
4187	7227	35311
4187	6239	175247
4187	4896	2542287
4187	3702	839965
4193	9606	10123
4193	9913	788039
4193	10090	320982
4193	7955	550444
4193	7955	406531
4194	9606	10124
4194	9913	767906
4194	10090	11861
4194	10116	29308
4194	7955	338267
4194	7227	43771
4195	9606	10125
4195	9913	533125
4195	10090	19419
4195	10116	29434
4195	7955	558453
4197	9606	10127
4197	9913	100138099
4197	10090	74120
4197	10116	287076
4198	9606	10130
4198	9913	613927
4198	10090	71853
4198	10116	286906
4198	7955	322160
4198	7227	34976
4198	6239	180974
4198	3702	817854
4198	3702	839355
4198	4530	4347226
4201	9606	10135
4201	9913	520472
4201	10090	59027
4201	10116	297508
4201	7955	100150117
4201	7955	100149018
4201	7955	557816
4201	7955	100148280
4201	7955	100330160
4203	9913	536696
4203	10090	67057
4203	10116	690262
4203	7955	692296
4203	7227	37601
4205	9606	10143
4205	9913	282415
4205	10090	403395
4205	10116	365009
4205	7955	100330122
4207	9606	10148
4207	9913	514933
4207	10090	50498
4207	10116	680609
4207	7955	100134974
4208	9606	10149
4208	9913	100299135
4208	10090	237175
4208	10116	266735
4209	9606	10152
4209	9913	537711
4209	10090	329165
4209	10116	286928
4209	7955	767646
4209	7227	41718
4210	9606	10153
4210	9913	507575
4210	10090	12607
4210	10116	362686
4210	7955	550440
4210	6239	179947
4210	4932	851632
4210	4896	2543648
4211	9606	10154
4211	9913	518168
4211	10090	54712
4211	10116	362873
4211	7955	562273
4212	9606	10157
4212	9913	520865
4212	10090	30956
4212	10116	296925
4212	7955	556229
4212	7227	34064
4212	6239	176842
4212	4932	855786
4212	4896	2540908
4212	3702	829452
4212	4530	4330940
4213	9606	10158
4213	9913	613915
4213	10090	67182
4213	10116	81916
4216	9606	10164
4216	9913	539063
4216	10090	26887
4216	10116	307838
4217	9606	10171
4217	9913	768075
4217	10090	59028
4217	10116	309301
4217	7955	445388
4217	7227	32338
4217	6239	174151
4217	4932	854152
4217	4896	2542936
4217	3702	832271
4217	4530	4334688
4218	9606	10174
4218	9913	507914
4218	10090	20410
4218	10116	282843
4218	7955	541478
4219	9606	10175
4219	9913	613575
4219	10090	12793
4219	10116	289994
4219	7955	406282
4219	7227	34967
4219	6239	179801
4222	9606	10184
4222	9913	616131
4222	10090	218454
4222	10116	294643
4222	7955	402962
4223	9606	10186
4223	9913	532944
4223	10090	108927
4223	10116	499615
4223	7955	494110
4224	9606	10188
4224	9913	280710
4224	10090	51789
4224	10116	303882
4224	7955	559119
4225	9606	10190
4225	9913	539143
4225	10090	98258
4225	10116	280671
4225	7955	336625
4225	7227	41305
4225	6239	182257
4225	3702	822145
4225	3702	816416
4225	4530	4345081
4226	9606	10193
4226	9913	614134
4226	10090	67588
4226	10116	362814
4226	7955	406837
4226	7227	39735
4227	9606	10194
4227	9913	101905039
4227	10090	110796
4227	10116	307217
4227	7955	369196
4228	9606	10195
4228	9913	614624
4228	10090	208624
4228	10116	287983
4228	7955	553725
4228	7227	37754
4228	6239	175065
4228	4932	852196
4228	4896	2542768
4228	3702	819388
4228	4530	9266078
4231	9606	10201
4231	9913	509354
4231	10090	54369
4231	10116	58964
4231	7955	58120
4231	7227	32396
4234	9606	10206
4234	9913	535190
4234	10090	66597
4234	10116	364398
4234	7955	553630
4235	9606	10208
4235	9913	788351
4235	10090	231915
4235	10116	288447
4237	9606	10210
4237	9913	523321
4237	10090	106021
4237	10116	362501
4240	9606	10213
4240	9913	535683
4240	10090	59029
4240	10116	311078
4240	7955	799058
4240	7227	33738
4240	6239	173744
4240	4932	850554
4240	4896	2543040
4240	3702	832420
4240	4530	4338586
4240	4530	4324379
4241	9606	10215
4241	10090	50913
4241	10116	304103
4241	7955	325288
4244	9606	10219
4244	9913	100295672
4244	10090	50928
4244	10116	58975
4245	9606	10223
4245	9913	518646
4245	10090	59290
4245	10116	360873
4245	7955	101885644
4245	7955	407680
4247	9606	10226
4247	9913	767984
4247	10090	66905
4247	10116	316130
4247	7955	335278
4249	9606	10232
4249	9913	516237
4249	10090	56047
4249	10116	60333
4250	9606	10235
4250	9913	512056
4250	10090	19395
4250	10116	361714
4250	7955	557063
4251	9606	10236
4251	9913	512479
4251	10090	74326
4251	10116	319110
4252	9606	10237
4252	9913	353217
4252	10090	110172
4252	10116	287642
4252	7955	447844
4252	7227	42510
4252	6239	176690
4252	4932	855832
4252	4896	2541206
4252	3702	837998
4252	3702	814811
4252	4530	4341421
4254	9606	1176
4254	9913	536359
4254	10090	11777
4254	10116	302290
4254	4932	853429
4254	4896	2542114
4255	9606	10240
4255	9913	534185
4255	10090	57312
4255	10116	290850
4255	7955	407642
4257	9606	10242
4257	9913	534568
4257	10090	72413
4257	10116	294961
4257	7955	541398
4257	7955	796753
4260	9606	10246
4260	9913	515523
4260	10090	218103
4260	10116	306950
4261	9606	10247
4261	9913	504390
4261	10090	15473
4261	10116	65151
4261	7955	436849
4261	7227	34897
4261	6239	182812
4261	4932	856785
4261	3702	821584
4261	4530	4343379
4262	9606	10248
4262	9913	617906
4262	10090	74097
4262	10116	288564
4262	7955	100004610
4262	7227	3772007
4265	9606	10251
4265	9913	539402
4265	10090	236576
4265	10116	498159
4265	7955	100003704
4266	9606	10252
4266	9913	507095
4266	10090	24063
4266	7955	798229
4267	9606	10253
4267	9913	539090
4267	10090	24064
4267	10116	306141
4267	7955	335098
4272	9606	10263
4272	9913	517206
4272	10090	52004
4272	10116	688405
4272	7955	494160
4274	9606	10266
4274	9913	504230
4274	10090	54409
4274	10116	58966
4275	9606	10267
4275	10090	51801
4275	10116	58965
4275	7955	436966
4276	9606	10268
4276	9913	613547
4276	10090	56089
4276	10116	56820
4277	9606	10269
4277	9913	538104
4277	10090	230709
